Id,minutes_past,radardist_km,Ref,Ref_5x5_10th,Ref_5x5_50th,Ref_5x5_90th,RefComposite,RefComposite_5x5_10th,RefComposite_5x5_50th,RefComposite_5x5_90th,RhoHV,RhoHV_5x5_10th,RhoHV_5x5_50th,RhoHV_5x5_90th,Zdr,Zdr_5x5_10th,Zdr_5x5_50th,Zdr_5x5_90th,Kdp,Kdp_5x5_10th,Kdp_5x5_50th,Kdp_5x5_90th,Expected
127,23,11.0,27.0,21.5,24.5,28.0,27.0,24.5,27.0,31.0,0.9716667,0.96166664,0.9816667,0.995,1.3125,-0.4375,0.1875,1.3125,1.0599976,0.0,1.0599976,3.1699982,9.906006
127,28,11.0,27.5,25.5,28.0,31.0,30.0,27.0,29.0,34.0,0.995,0.94166666,0.985,0.995,0.5,0.1875,0.625,1.5625,-0.7100067,-1.0599976,0.0,3.1699982,9.906006
127,33,11.0,29.5,27.5,30.5,33.5,29.5,29.0,30.5,35.0,0.9716667,0.9116667,0.9816667,1.005,1.75,-0.0625,0.375,2.25,-2.1200104,-3.5200043,0.34999084,2.4700012,9.906006
127,38,11.0,31.5,22.5,27.0,31.5,31.5,28.0,30.0,34.0,1.0216666,0.925,0.98833334,1.0516667,-2.0,-1.25,0.6875,1.5,8.429993,-4.230011,0.69999695,6.6799927,9.906006
127,42,11.0,30.0,27.5,32.0,39.5,31.5,31.0,34.5,40.0,0.9916667,0.92833334,0.9916667,1.0516667,0.6875,-1.875,0.5,2.0,4.9299927,,0.34999084,4.9299927,9.906006
127,47,11.0,33.0,27.5,32.5,38.5,33.0,30.0,33.0,38.5,1.0516667,,0.975,1.0516667,2.5,,0.3125,2.5,,,,9.699997,9.906006
127,52,11.0,30.5,25.5,32.0,35.0,31.5,29.0,33.0,36.5,1.0350001,0.96500003,0.9916667,1.0516667,0.1875,-0.625,0.625,2.0,-3.5200043,-3.5200043,-1.75,2.4700012,9.906006
127,56,11.0,33.5,25.5,31.5,34.5,37.0,29.0,32.5,37.0,0.9916667,0.9716667,0.985,0.995,0.9375,0.0,0.625,1.375,-0.7100067,-1.050003,-0.3500061,2.4700012,9.906006
128,4,12.0,31.5,30.5,34.0,37.0,31.5,31.5,35.0,39.0,0.9483333,0.90500003,0.945,0.9716667,0.1875,-0.125,0.75,1.6875,2.7799988,-5.6200104,-2.1200104,1.7599945,0.50800025
128,9,12.0,34.0,31.0,32.0,36.0,34.0,31.0,33.0,36.0,0.935,0.9483333,0.9716667,0.9916667,1.9375,0.25,0.8125,1.8125,4.2299957,-2.4600067,-0.7100067,4.9299927,0.50800025
128,15,12.0,28.5,26.0,28.0,31.0,28.5,26.0,28.0,31.5,0.9316667,0.8283333,0.9483333,0.98833334,1.6875,-0.625,1.25,2.75,3.519989,-1.0599976,1.4099884,4.2299957,0.50800025
128,21,12.0,21.0,19.5,23.0,26.0,21.0,19.5,23.0,26.0,0.90500003,0.7083333,0.865,0.93833333,0.3125,-0.875,1.0625,3.8125,-2.1200104,,-0.7100067,4.8399963,0.50800025
128,26,12.0,17.0,13.5,16.0,19.0,17.0,13.5,16.0,19.0,0.9116667,0.9216667,0.9583333,0.9816667,-1.0625,-0.4375,0.375,1.6875,1.7599945,-4.199997,0.0,3.519989,0.50800025
128,32,12.0,14.5,,12.0,16.0,14.5,,12.0,16.0,0.9816667,0.9316667,0.955,0.985,-0.125,-0.75,0.1875,1.5625,4.3399963,-3.480011,4.119995,8.429993,0.50800025
128,38,12.0,,,,,,,,,0.975,0.96500003,0.9916667,1.0083333,0.25,-0.5625,0.0625,0.9375,-4.580002,-2.8200073,-0.7100067,3.8799896,0.50800025
128,44,12.0,,,,,,,,,0.995,0.97833335,1.0016667,1.0483334,-0.8125,-0.875,0.0625,1.25,-2.1200104,-4.180008,0.0,2.819992,0.50800025
128,49,12.0,,,,,,,,,1.0516667,,1.005,1.0516667,-0.3125,,-0.3125,1.3125,-1.75,,-3.8700104,5.769989,0.50800025
128,55,12.0,,,,,,,,,,,,,,,,,,,,,0.50800025
129,2,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
129,12,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
129,22,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
129,32,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
129,41,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
129,51,12.0,,,,,,,,,,,,,,,,,,,,,23.876013
130,5,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
130,15,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
130,25,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
130,35,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
130,45,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
130,55,14.0,,,,,,,,,,,,,,,,,,,,,0.25400013
131,5,9.0,-1.5,-6.0,-1.5,3.5,4.0,2.0,3.5,6.0,1.0283334,0.985,0.99833333,1.0516667,0.6875,-0.5625,0.3125,1.0,,,,,0.25400013
131,15,9.0,3.0,1.5,2.0,6.0,3.5,2.5,3.5,6.0,1.0316668,0.97833335,1.0216666,1.0516667,1.6875,-0.9375,0.25,2.3125,,,,,0.25400013
131,25,9.0,2.0,0.0,3.0,7.0,2.5,1.5,4.5,7.0,0.99833333,0.975,0.995,1.0116667,0.75,0.5,0.8125,2.0625,,,,,0.25400013
131,35,9.0,1.5,-4.0,0.0,2.0,1.5,-1.0,0.0,2.0,1.0516667,,1.015,1.0516667,4.125,,0.125,4.125,,,,,0.25400013
131,45,9.0,-1.0,-3.5,-3.0,1.5,0.0,-2.5,-1.0,2.5,1.0450001,,1.0283334,1.0516667,4.0,,0.0625,4.0,,,,,0.25400013
131,54,9.0,-2.5,-2.0,-1.5,2.0,2.5,0.5,1.5,3.0,1.0516667,0.94166666,0.99833333,1.0516667,2.25,-0.5625,0.375,2.9375,,,,,0.25400013
132,1,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,5,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,8,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,11,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,14,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,17,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,20,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,26,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,29,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,32,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,35,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,38,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,42,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,45,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,48,6.0,,,,5.0,,,,5.0,,,,,,,,,,,,,2.032001
132,51,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,54,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
132,57,6.0,,,,,,,,,,,,,,,,,,,,,2.032001
133,0,8.0,35.0,33.0,35.0,39.5,37.5,34.5,36.5,39.5,0.97833335,0.88166666,0.9716667,0.995,0.75,-0.5625,0.6875,2.5,-0.7100067,-6.330002,-3.1699982,4.580002,2.032001
133,5,8.0,37.5,32.5,34.5,38.5,37.5,33.5,36.5,39.0,0.99833333,0.94166666,0.985,0.99833333,0.75,-0.1875,0.4375,2.0625,0.34999084,-1.1100006,1.4099884,2.4700012,2.032001
133,9,8.0,37.5,32.0,35.0,38.5,37.5,35.0,36.5,39.5,1.0016667,0.925,0.975,0.995,0.5,-0.0625,0.3125,1.9375,0.34999084,-0.7100067,0.34999084,2.819992,2.032001
133,14,8.0,28.5,29.5,33.0,39.0,42.0,33.0,38.0,42.0,0.96166664,0.9483333,0.985,1.0083333,1.25,-0.375,1.25,2.5625,5.9799957,-0.7100067,0.34999084,4.569992,2.032001
133,19,8.0,39.0,30.5,35.0,38.5,39.0,32.5,36.0,39.0,0.97833335,0.955,0.97833335,0.99833333,0.3125,0.0,0.625,1.8125,-0.7100067,-2.4700012,0.0,3.519989,2.032001
133,23,8.0,35.0,30.0,34.0,37.0,37.5,34.0,36.5,39.0,0.96166664,0.9316667,0.97833335,0.99833333,0.0625,-0.9375,0.125,2.25,-4.230011,-6.2700043,-1.4100037,4.9299927,2.032001
133,28,8.0,28.0,30.5,34.5,40.5,31.0,32.0,36.0,40.5,0.9716667,0.945,0.97833335,0.995,0.5625,-0.6875,0.0625,1.3125,1.75,-3.8700104,0.0,2.4599915,2.032001
133,33,8.0,37.0,30.0,32.5,37.0,37.0,33.0,34.5,39.5,0.975,0.9316667,0.975,0.995,-0.0625,-1.0625,0.1875,2.375,0.34999084,-4.930008,-0.7100067,5.279999,2.032001
133,38,8.0,36.0,29.0,32.5,36.0,36.5,33.5,34.5,36.5,0.9316667,0.835,0.955,0.9916667,1.375,-1.875,0.25,3.0,-9.150009,-7.050003,-1.0599976,11.849991,2.032001
133,42,8.0,34.5,30.5,34.0,36.0,34.5,33.0,35.5,38.5,0.985,0.8516667,0.955,0.9916667,-0.8125,-1.75,0.1875,2.3125,0.69999695,-10.400009,-0.3500061,9.12999,2.032001
133,47,8.0,31.5,30.0,32.5,38.0,36.5,32.0,35.5,39.0,0.9816667,0.94166666,0.96833336,0.995,0.1875,-0.625,0.4375,2.875,-0.7100067,-3.880005,1.3999939,8.429993,2.032001
133,52,8.0,38.5,32.5,35.5,39.0,38.5,34.5,37.0,40.5,0.97833335,0.87833333,0.96166664,0.98833334,0.1875,-1.3125,0.1875,2.3125,2.119995,-8.089996,0.0,3.1699982,2.032001
133,56,8.0,32.0,31.0,33.5,38.0,35.5,32.0,35.5,38.0,0.9816667,0.87833333,0.955,0.9916667,0.75,-0.5,0.8125,2.25,-5.980011,-3.880005,-1.0599976,4.580002,2.032001
134,2,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
134,6,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
134,11,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
134,15,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
134,19,15.0,,,,,,,,17.0,,,,,,,,,,,,,4515.1064
134,23,15.0,,,,21.0,,,,21.0,,,,,,,,,,,,,4515.1064
134,28,15.0,,,,20.5,,,,24.5,,,,,,,,,,,,,4515.1064
134,32,15.0,,,,26.0,23.0,,23.0,31.0,,,,,,,,,,,,,4515.1064
134,36,15.0,28.5,,27.5,31.0,28.5,,28.5,36.0,,,,,,,,,,,,,4515.1064
134,41,15.0,32.0,,21.5,33.5,32.0,,22.5,33.5,,,,,,,,,,,,,4515.1064
134,45,15.0,22.5,,,27.5,22.5,,,28.0,,,,,,,,,,,,,4515.1064
134,49,15.0,14.5,,,22.5,14.5,,,22.5,,,,,,,,,,,,,4515.1064
134,53,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
134,57,15.0,,,,,,,,,,,,,,,,,,,,,4515.1064
135,2,2.0,22.5,20.5,23.0,30.0,29.0,27.5,30.5,34.5,0.95166665,0.95166665,0.97833335,0.995,1.4375,-0.625,0.6875,1.6875,0.34999084,-1.4199982,0.34999084,4.279999,0.50800025
135,6,2.0,30.0,24.5,28.0,33.0,30.0,27.0,29.5,35.0,0.975,0.945,0.9816667,0.99833333,0.4375,-3.0,0.625,1.5625,1.4099884,-2.4700012,0.70999146,1.7599945,0.50800025
135,11,2.0,22.0,21.0,23.5,28.0,22.5,22.5,27.0,29.5,0.945,0.795,0.925,0.975,-0.3125,-2.4375,0.375,2.25,-0.37001038,-5.400009,-0.3500061,0.3600006,0.50800025
135,16,2.0,16.5,12.0,14.0,17.5,16.5,14.5,15.5,17.5,0.87833333,0.6516667,0.96166664,0.99833333,-0.3125,-2.875,-0.3125,1.6875,-2.8200073,-4.930008,0.0,5.0899963,0.50800025
135,21,2.0,8.0,6.0,8.0,12.0,13.5,9.5,11.5,14.0,0.8516667,0.68833333,0.865,0.97833335,-1.4375,-3.3125,-0.75,2.1875,-4.5400085,-6.6900024,1.0699921,7.3899994,0.50800025
135,26,2.0,7.5,3.5,7.5,11.0,8.5,7.5,9.0,12.0,0.90500003,0.80833334,0.9316667,0.995,2.0625,0.6875,1.6875,3.625,,,,2.119995,0.50800025
135,31,2.0,6.5,3.5,6.0,7.0,7.0,6.0,7.5,10.0,0.91833335,0.635,0.90166664,0.9716667,3.0625,1.875,2.8125,4.5625,,,,,0.50800025
135,36,2.0,2.5,0.0,2.5,6.0,3.5,3.5,6.0,8.5,0.975,0.875,0.94166666,0.995,1.625,0.25,1.625,3.9375,,,,,0.50800025
135,41,2.0,3.5,-1.5,3.0,7.0,4.0,3.0,3.5,7.0,0.93833333,0.87833333,0.955,0.9916667,0.125,-0.75,0.25,1.5625,,,-1.0700073,2.119995,0.50800025
135,45,2.0,3.5,-1.5,1.5,5.0,4.0,2.5,4.0,6.5,1.0016667,0.8616667,0.9583333,1.0016667,-0.125,-1.0,0.0625,2.5,1.0899963,,,1.0899963,0.50800025
135,50,2.0,2.5,0.5,3.0,5.5,6.0,4.0,5.5,7.5,0.925,0.68833333,0.96500003,1.0016667,-2.0625,-1.5,-0.25,2.8125,,,,,0.50800025
135,55,2.0,2.0,-4.0,-1.0,3.5,3.0,0.0,2.5,5.0,0.975,0.745,0.89166665,0.99833333,2.6875,-0.5,0.625,3.375,,,,,0.50800025
136,4,12.0,34.0,32.5,34.5,37.0,34.0,32.5,34.5,37.0,0.9583333,0.9483333,0.9716667,0.9916667,1.625,-0.75,-0.125,1.0625,-0.3500061,-3.5200043,0.0,5.2599945,4.5720024
136,9,12.0,37.5,32.5,35.5,38.5,37.5,35.0,38.0,41.5,0.985,0.9316667,0.96166664,0.9916667,0.25,-1.3125,-0.1875,1.125,-0.3600006,-5.980011,-0.3600006,2.4700012,4.5720024
136,15,12.0,36.5,31.0,33.5,36.5,36.5,33.0,34.5,36.5,0.925,0.83166665,0.96833336,0.995,-1.3125,-1.3125,0.0625,1.4375,-6.330002,-6.3399963,-1.0599976,7.6299896,4.5720024
136,20,12.0,35.5,30.0,33.5,39.0,35.5,31.5,35.5,40.0,0.995,0.925,0.975,0.995,0.125,-1.0625,-0.1875,1.5625,-0.69999695,-8.779999,-0.69999695,4.550003,4.5720024
136,25,12.0,33.0,30.0,33.0,36.0,38.5,34.0,35.5,38.5,0.985,0.95166665,0.9816667,0.995,-0.5,-1.0,-0.125,1.4375,-1.0599976,-4.8700104,0.0,3.1699982,4.5720024
136,30,12.0,32.0,31.5,33.0,36.0,32.0,31.5,33.5,36.0,0.96833336,0.955,0.985,0.99833333,-0.8125,-0.8125,-0.375,0.5,-0.69999695,-2.1200104,0.0,3.1699982,4.5720024
136,35,12.0,31.5,29.5,31.0,35.0,35.0,30.5,34.5,38.5,0.995,0.95166665,0.985,0.99833333,-0.0625,-1.0,-0.125,0.4375,0.70999146,-3.1699982,0.70999146,5.8799896,4.5720024
136,40,12.0,31.0,31.0,34.5,36.0,33.0,33.0,35.0,39.0,0.975,0.90166664,0.9716667,0.9916667,0.5625,-0.6875,0.25,1.6875,-1.4100037,-3.880005,1.0599976,3.8799896,4.5720024
136,46,12.0,31.0,30.5,32.0,36.0,32.0,30.5,33.0,36.0,0.895,0.90500003,0.975,0.99833333,2.625,-0.875,0.1875,2.625,0.0,-4.5,-1.4100037,3.1699982,4.5720024
136,51,12.0,33.5,32.0,34.0,37.5,33.5,33.0,35.0,38.0,0.98833334,0.95166665,0.985,0.9916667,-0.1875,-1.0625,-0.125,0.5625,1.75,-5.230011,0.0,3.1699982,4.5720024
136,56,12.0,33.0,29.5,33.0,39.5,33.0,31.5,33.5,39.5,0.98833334,0.97833335,0.98833334,0.99833333,-0.0625,-1.0625,-0.4375,0.1875,-0.3500061,-3.5200043,-0.3500061,2.819992,4.5720024
137,2,2.0,,,-8.0,-1.0,,,-2.0,7.0,0.30166668,,0.435,0.98833334,1.0625,,2.1875,7.9375,,,,,1.5240008
137,6,2.0,,,,-3.0,-1.5,,-5.0,0.5,0.51166666,0.35833335,0.6816667,0.96500003,0.875,0.0,6.3125,7.9375,,,,,1.5240008
137,10,2.0,-3.0,,-8.0,-3.0,-2.0,,-4.5,7.0,,,,,,,,,,,,,1.5240008
137,14,2.0,,,,-2.5,-5.5,,-4.5,1.5,1.0516667,,,1.0516667,1.625,,,2.1875,,,,,1.5240008
137,18,2.0,,,,-3.5,-8.0,,-6.5,1.0,0.925,,,1.0516667,-1.5625,,,5.0625,,,,,1.5240008
137,22,2.0,-6.5,,-7.0,-0.5,16.5,4.0,16.5,33.5,,,,1.0516667,,,,-0.875,,,,,1.5240008
137,26,2.0,12.0,-2.0,11.0,35.0,32.5,23.5,35.0,46.0,1.0516667,,0.725,1.0516667,4.75,,-2.4375,5.9375,,,,,1.5240008
137,30,2.0,25.5,-1.5,19.5,37.5,43.0,17.0,39.5,47.5,1.0450001,,0.90500003,1.0516667,7.625,,4.25,7.9375,,,,,1.5240008
137,34,2.0,3.5,-6.0,8.5,25.5,35.0,15.0,29.5,45.0,,,,0.975,,,,4.875,,,,,1.5240008
137,38,2.0,28.0,18.0,28.5,37.0,28.0,23.5,29.5,38.5,0.9716667,,0.5783333,1.0516667,4.5,,0.8125,7.9375,,,,,1.5240008
137,42,2.0,-0.5,,0.0,26.0,-0.5,-7.0,4.5,26.0,1.0516667,,,1.0516667,7.9375,,,6.0625,,,,,1.5240008
137,46,2.0,0.0,,,-1.5,0.0,-8.5,-6.0,0.0,1.0516667,,,1.0516667,1.9375,,,2.1875,,,,,1.5240008
137,50,2.0,,,,-4.5,-6.0,,-6.5,-2.5,0.41500002,,0.775,1.0516667,1.3125,,0.1875,5.3125,,,,,1.5240008
137,53,2.0,,,,-6.5,-6.5,,-6.5,-4.0,,,,1.0250001,,,,2.6875,,,,,1.5240008
137,57,2.0,-7.0,,,-3.0,-3.0,,-6.0,-3.0,0.705,,,0.915,7.9375,,,7.9375,,,,,1.5240008
138,0,6.0,,,,,1.0,-1.0,0.5,2.5,,,,,,,,,,,,,1.0160005
138,10,6.0,,,,,1.0,0.0,0.5,2.0,,,,,,,,,,,,,1.0160005
138,20,6.0,,,,,4.0,1.0,3.0,5.0,,,,,,,,,,,,,1.0160005
138,30,6.0,,,,,1.0,0.5,1.5,3.5,,,,,,,,,,,,,1.0160005
138,39,6.0,,,,,0.0,-1.0,0.5,2.5,,,,,,,,,,,,,1.0160005
138,49,6.0,,,,,5.0,3.0,3.5,5.0,,,,,,,,,,,,,1.0160005
138,59,6.0,,,,,3.5,2.5,3.0,4.0,,,,,,,,,,,,,1.0160005
139,3,15.0,27.0,22.0,24.5,27.5,28.0,26.5,27.5,30.0,1.0350001,0.975,1.0350001,1.0516667,-0.0625,-1.6875,0.1875,1.75,3.149994,-4.930008,1.6199951,5.720001,0.25400013
139,8,15.0,25.0,23.0,25.5,28.5,26.5,26.0,27.5,30.5,1.0516667,0.98833334,1.0083333,1.0516667,0.6875,-1.5,0.125,0.875,-1.4100037,-4.230011,0.6599884,2.4700012,0.25400013
139,12,15.0,25.5,24.0,26.5,30.5,26.5,26.5,28.5,30.5,0.7183333,0.925,1.005,1.0516667,-2.0625,-1.875,-0.1875,1.6875,-1.7600098,-4.480011,-1.4100037,2.819992,0.25400013
139,17,15.0,27.0,24.0,27.5,30.0,27.5,27.5,29.0,31.5,0.99833333,0.9916667,1.0116667,1.0516667,0.6875,-1.4375,0.125,1.25,1.0599976,-2.8200073,1.0599976,4.2299957,0.25400013
139,21,15.0,27.0,23.0,25.0,28.0,29.0,26.5,28.0,31.5,1.0283334,0.96500003,1.0083333,1.0416667,-0.375,-1.0,0.3125,2.25,-5.980011,-5.980011,-1.4100037,1.7599945,0.25400013
139,26,15.0,27.5,21.5,25.5,29.0,33.0,28.0,29.0,32.5,0.995,0.9916667,1.0083333,1.0250001,-1.0625,-1.0625,0.0,1.125,3.8799896,-2.8200073,-0.7100067,3.1699982,0.25400013
139,31,15.0,28.0,20.0,23.0,27.5,30.5,24.5,27.5,30.5,1.0016667,0.9916667,1.0016667,1.0350001,0.375,-0.6875,-0.0625,0.6875,-0.7100067,-0.7100067,0.34999084,2.4700012,0.25400013
139,36,15.0,26.5,21.5,25.0,30.5,30.0,26.0,29.0,32.5,1.0016667,0.9916667,1.005,1.0383334,-0.5,-1.3125,-0.0625,0.9375,1.7399902,-0.7100067,0.69999695,1.7599945,0.25400013
139,41,15.0,23.0,19.5,22.5,27.5,24.0,22.5,24.5,29.5,1.0516667,0.98833334,1.0183333,1.0516667,0.5625,-1.0,0.375,1.3125,0.34999084,-8.430008,0.34999084,5.970001,0.25400013
139,46,15.0,22.5,15.5,20.0,24.5,22.5,19.0,21.5,27.0,1.0516667,0.9716667,1.0183333,1.0516667,2.4375,-1.875,0.5625,1.625,-4.220001,-7.400009,-2.4700012,9.459991,0.25400013
139,51,15.0,12.0,,,18.0,17.5,16.0,18.5,21.0,,,,,,,,,,,,,0.25400013
139,57,15.0,,,,,12.5,,11.5,15.0,,,,,,,,,,,,,0.25400013
140,4,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,13,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,22,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,31,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,40,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,49,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
140,58,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
141,5,14.0,,,,,,,,,0.9483333,,,1.0516667,-0.875,,,2.0625,-10.600006,,,-0.7100067,28.000013
141,14,14.0,,,,10.0,,,,10.0,,,,0.97833335,,,,-0.25,,,,,28.000013
141,24,14.0,,,,,,,,,,,,0.9816667,,,,-0.75,,,,,28.000013
141,34,14.0,,,,,,,,,1.0516667,,,1.0516667,1.5,,,1.3125,,,,-9.660004,28.000013
141,43,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
141,53,14.0,,,,10.0,,,,10.0,1.0350001,,,1.0516667,-1.5625,,,1.25,-0.27999878,,,2.1100006,28.000013
142,7,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
142,16,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
142,26,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
142,36,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
142,45,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
142,55,8.0,,,,,,,,,,,,,,,,,,,,,14.000007
143,3,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,12,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,20,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,29,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,38,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,47,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
143,58,18.0,,,,,,,,,,,,,,,,,,,,,0.25400013
144,2,11.0,35.5,27.0,33.5,36.0,35.5,28.0,34.0,37.5,0.955,0.8883333,0.9716667,0.995,-0.5625,-0.9375,0.125,3.5,2.050003,-3.5100098,1.4099884,9.110001,12.446007
144,6,11.0,37.5,33.0,37.5,47.0,37.5,33.0,39.0,51.0,0.975,0.89166665,0.96833336,0.9916667,1.0625,-1.5625,0.0625,1.4375,-5.980011,-5.980011,0.69000244,6.330002,12.446007
144,11,11.0,44.5,39.5,43.5,49.5,44.5,40.5,44.5,49.5,0.985,0.89166665,0.975,0.995,-1.3125,-1.4375,0.125,2.3125,-15.380005,-8.690002,2.4700012,13.139999,12.446007
144,16,11.0,33.0,33.0,38.5,42.5,33.0,35.0,40.5,44.0,0.945,0.85833335,0.975,0.9916667,-0.25,-1.5,0.1875,1.5,-11.339996,-7.0400085,-2.1200104,3.8099976,12.446007
144,20,11.0,38.0,31.0,36.0,39.0,38.0,33.0,38.0,40.0,0.98833334,0.9316667,0.9816667,0.995,-0.75,-0.75,0.5,1.9375,7.0,-8.970001,-0.3500061,7.029999,12.446007
144,25,11.0,31.5,31.5,35.0,39.5,32.5,33.0,37.0,39.5,0.985,0.92833334,0.9816667,0.995,-1.375,-1.25,0.4375,1.8125,2.119995,-8.080002,0.34999084,4.2299957,12.446007
144,30,11.0,35.0,29.0,32.5,38.5,35.0,31.5,33.5,38.5,0.9916667,0.93833333,0.9816667,0.99833333,1.25,-1.0,0.4375,1.75,4.5599976,-9.130005,1.4099884,8.300003,12.446007
144,34,11.0,31.5,28.0,31.5,35.5,31.5,30.0,32.5,36.0,0.96500003,0.9583333,0.9916667,0.99833333,0.8125,-0.5,0.3125,1.5,8.099991,-2.8200073,2.1100006,8.080002,12.446007
144,39,11.0,30.0,26.5,30.0,36.5,30.0,29.0,30.5,36.5,0.7916667,0.795,0.9583333,0.98833334,-0.4375,-1.3125,0.3125,2.1875,-4.930008,-4.580002,1.4099884,7.029999,12.446007
144,44,11.0,25.0,26.0,31.0,34.5,31.0,30.5,32.5,35.0,0.97833335,0.9116667,0.96833336,0.9916667,1.125,-0.375,0.875,3.1875,5.220001,-1.4199982,0.0,5.2099915,12.446007
144,48,11.0,29.0,26.5,29.5,33.0,30.0,28.0,30.5,33.0,0.9816667,0.90833336,0.98833334,0.99833333,-0.5,-0.4375,0.6875,2.0,-1.7600098,-3.1699982,0.34999084,3.75,12.446007
144,53,11.0,38.0,31.0,34.0,38.0,38.0,32.5,35.0,38.5,0.96833336,0.935,0.9716667,0.9916667,0.5625,-0.5625,0.8125,2.5,-1.0599976,-7.6100006,-1.0599976,4.9299927,12.446007
145,1,12.0,27.5,22.0,25.5,28.0,27.5,24.0,27.0,31.0,0.9483333,0.9216667,0.96166664,0.9916667,3.0625,-0.4375,0.8125,2.9375,-2.4700012,-3.880005,-0.3500061,6.269989,5.5880027
145,6,12.0,28.0,23.0,27.0,31.5,28.0,24.5,29.0,32.5,0.95166665,0.94166666,0.9816667,0.99833333,0.0,-0.8125,-0.0625,1.25,1.0599976,-3.1699982,0.0,4.9299927,5.5880027
145,12,12.0,24.5,20.0,24.5,34.0,24.5,21.5,25.5,34.0,0.91833335,0.92833334,0.975,0.995,-0.375,-0.75,0.3125,2.9375,0.34999084,-1.7600098,0.69999695,3.649994,5.5880027
145,18,12.0,27.0,14.5,25.5,38.0,27.0,15.5,25.5,39.0,1.005,0.97833335,1.0016667,1.0283334,0.0,-0.875,0.1875,0.9375,-1.0599976,-6.3399963,0.34999084,2.4700012,5.5880027
145,24,12.0,24.5,13.5,24.5,37.5,26.5,17.5,26.5,43.0,0.99833333,0.73833334,0.98833334,1.0283334,0.0,-4.1875,0.25,1.5625,1.4099884,-4.8899994,0.70999146,5.9799957,5.5880027
145,30,12.0,25.0,22.5,25.5,39.5,26.5,24.0,28.5,39.5,1.0516667,,0.95166665,1.0516667,1.0,,0.0625,2.25,13.269989,,-4.779999,13.269989,5.5880027
145,36,12.0,27.0,26.0,29.5,36.5,31.5,26.5,30.5,36.5,,,,,,,,,,,,,5.5880027
145,41,12.0,30.5,26.5,29.0,33.5,30.5,27.5,30.0,34.0,,,,,,,,,,,,,5.5880027
145,47,12.0,28.5,23.0,30.5,33.5,28.5,25.0,31.0,34.5,,,,,,,,,,,,,5.5880027
145,53,12.0,26.0,21.0,27.5,33.0,26.0,23.5,28.0,33.0,,,,,,,,,,,,,5.5880027
145,59,12.0,29.5,21.0,29.0,33.0,29.5,21.0,29.0,33.0,1.0516667,,,1.0516667,2.0625,,,2.0625,8.399994,,,1.7599945,5.5880027
146,2,12.0,13.5,13.5,16.5,20.5,22.5,20.5,22.0,26.0,,,,,,,,,,,,,2.032001
